transaction_id,sale_date,store_id,customer_id,sku_id,units,net_revenue,discount_amount,cost,channel,campaign_id
T0001854,2025-09-17,ST018,C00001,SKU027,1,53.86,0.0,25.5,Ecom,CMP010
T0001855,2025-09-17,ST014,C00140,SKU017,1,100.6,6.06,50.5,Ecom,
T0001856,2025-09-17,ST019,C00195,SKU037,1,111.5,0.0,50.5,Store,
T0001857,2025-09-18,ST011,C00124,SKU023,1,32.36,1.86,15.5,Store,CMP018
T0001858,2025-09-18,ST003,C00071,SKU007,1,56.3,0.0,25.5,Store,CMP014
T0001859,2025-09-18,ST003,C00281,SKU007,1,56.3,0.0,25.5,Store,CMP007
T0001860,2025-09-18,ST004,C00210,SKU003,1,42.78,0.0,15.5,Ecom,
T0001861,2025-09-18,ST007,C00122,SKU006,1,50.78,0.0,23.0,Ecom,
T0001862,2025-09-18,ST018,C00124,SKU048,1,59.14,0.0,28.0,Store,
T0001863,2025-09-19,ST001,C00111,SKU032,2,204.29,0.0,76.0,Store,CMP017
T0001864,2025-09-19,ST019,,SKU018,1,117.02,0.0,53.0,Store,
T0001865,2025-09-19,ST006,C00293,SKU002,1,27.46,0.0,13.0,Store,CMP006
T0001866,2025-09-19,ST002,C00108,SKU047,1,53.86,0.0,25.5,Store,
T0001867,2025-09-19,ST008,C00061,SKU040,2,44.16,0.0,16.0,Ecom,
T0001868,2025-09-19,ST010,C00033,SKU044,2,76.03,0.0,36.0,Store,
T0001869,2025-09-20,ST012,C00216,SKU003,1,42.78,0.0,15.5,Store,CMP005
T0001870,2025-09-20,ST014,C00086,SKU015,1,85.18,10.92,45.5,Ecom,
T0001871,2025-09-20,ST017,C00300,SKU038,3,408.31,19.08,159.0,Store,CMP020
T0001872,2025-09-20,ST019,C00218,SKU014,1,89.78,5.16,43.0,Store,CMP009
T0001873,2025-09-20,ST001,C00193,SKU013,2,208.01,9.72,81.0,Ecom,
T0001874,2025-09-20,ST004,C00028,SKU045,1,51.66,4.92,20.5,Store,
T0001875,2025-09-20,ST016,C00298,SKU026,2,126.96,0.0,46.0,Store,CMP006
T0001876,2025-09-20,ST008,C00026,SKU009,1,76.86,7.32,30.5,Store,
T0001877,2025-09-20,ST018,,SKU036,1,101.38,0.0,48.0,Store,CMP011
T0001878,2025-09-20,ST006,C00106,SKU003,1,32.74,0.0,15.5,Store,
T0001879,2025-09-21,ST005,C00217,SKU040,2,39.17,3.84,16.0,Store,CMP011
T0001880,2025-09-21,ST009,,SKU022,2,69.89,0.0,26.0,Store,
T0001881,2025-09-21,ST001,C00300,SKU006,1,61.82,0.0,23.0,Ecom,
T0001882,2025-09-21,ST015,C00030,SKU035,2,179.09,21.84,91.0,Ecom,CMP005
T0001883,2025-09-21,ST011,C00259,SKU025,1,45.26,0.0,20.5,Store,CMP003
T0001884,2025-09-21,ST005,C00277,SKU039,1,142.52,6.66,55.5,Ecom,
T0001885,2025-09-21,ST005,C00148,SKU012,1,102.14,0.0,38.0,Store,
T0001886,2025-09-21,ST017,C00023,SKU028,1,75.26,0.0,28.0,Ecom,
T0001887,2025-09-21,ST013,C00046,SKU023,1,37.94,3.72,15.5,Store,CMP005
T0001888,2025-09-21,ST019,C00077,SKU008,2,110.21,13.44,56.0,Store,CMP011
T0001889,2025-09-22,ST002,C00088,SKU024,2,71.71,4.32,36.0,Store,
T0001890,2025-09-22,ST002,C00209,SKU041,1,20.92,1.26,10.5,Store,
T0001891,2025-09-22,ST015,C00009,SKU040,2,31.49,3.84,16.0,Store,CMP003
T0001892,2025-09-22,ST002,C00130,SKU008,2,118.27,0.0,56.0,Ecom,
T0001893,2025-09-22,ST001,C00133,SKU017,3,407.23,0.0,151.5,Store,
T0001894,2025-09-22,ST008,C00097,SKU034,1,118.68,0.0,43.0,Store,
T0001895,2025-09-23,ST003,C00152,SKU010,2,129.89,15.84,66.0,Store,
T0001896,2025-09-23,ST010,C00011,SKU027,1,50.8,3.06,25.5,Store,
T0001897,2025-09-23,ST017,C00159,SKU028,3,225.79,0.0,84.0,Ecom,CMP002
T0001898,2025-09-23,ST010,C00182,SKU041,3,66.53,0.0,31.5,Ecom,
T0001899,2025-09-23,ST002,C00118,SKU012,2,160.51,0.0,76.0,Store,
T0001900,2025-09-23,ST010,C00012,SKU013,1,80.68,4.86,40.5,Store,
T0001901,2025-09-24,ST009,C00272,SKU019,1,149.18,0.0,55.5,Ecom,
T0001902,2025-09-24,ST012,C00257,SKU016,1,132.48,0.0,48.0,Ecom,
T0001903,2025-09-24,ST015,C00032,SKU040,1,17.66,0.0,8.0,Store,CMP022
T0001904,2025-09-24,ST010,C00111,SKU016,1,101.38,0.0,48.0,Store,CMP017
T0001905,2025-09-24,ST011,C00114,SKU046,2,101.57,0.0,46.0,Store,CMP023
T0001906,2025-09-24,ST017,C00064,SKU030,1,80.78,7.92,33.0,Store,
T0001907,2025-09-25,ST003,C00253,SKU041,1,21.92,1.26,10.5,Ecom,
T0001908,2025-09-25,ST002,C00040,SKU027,3,143.21,18.36,76.5,Store,
T0001909,2025-09-25,ST011,,SKU025,3,128.41,7.38,61.5,Ecom,
T0001910,2025-09-25,ST017,,SKU001,1,28.22,0.0,10.5,Store,
T0001911,2025-09-25,ST004,C00058,SKU022,1,32.76,3.12,13.0,Store,
T0001912,2025-09-25,ST013,C00255,SKU022,1,34.94,0.0,13.0,Store,
T0001913,2025-09-26,ST014,C00110,SKU001,1,19.66,2.52,10.5,Store,
T0001914,2025-09-26,ST002,C00037,SKU005,2,76.75,9.84,41.0,Store,
T0001915,2025-09-26,ST004,C00119,SKU035,1,120.12,5.46,45.5,Store,
T0001916,2025-09-26,ST005,C00100,SKU049,1,81.98,0.0,30.5,Store,
T0001917,2025-09-26,ST017,,SKU010,1,88.7,0.0,33.0,Store,
T0001918,2025-09-26,ST009,C00151,SKU003,1,37.94,3.72,15.5,Ecom,
T0001919,2025-09-27,ST012,,SKU041,2,57.96,0.0,21.0,Store,
T0001920,2025-09-27,ST014,,SKU048,1,59.14,0.0,28.0,Store,
T0001921,2025-09-27,ST001,C00029,SKU003,1,41.66,0.0,15.5,Store,
T0001922,2025-09-27,ST020,C00014,SKU006,1,60.72,2.76,23.0,Store,CMP024
T0001923,2025-09-27,ST006,C00175,SKU050,1,65.74,3.96,33.0,Store,
T0001924,2025-09-27,ST019,C00249,SKU007,1,50.18,6.12,25.5,Store,
T0001925,2025-09-27,ST007,C00149,SKU034,2,189.89,0.0,86.0,Ecom,CMP010
T0001926,2025-09-27,ST001,C00100,SKU034,1,115.58,0.0,43.0,Store,
T0001927,2025-09-27,ST018,C00070,SKU048,1,59.14,0.0,28.0,Store,CMP012
T0001928,2025-09-27,ST004,,SKU004,1,49.68,0.0,18.0,Store,
T0001929,2025-09-28,ST012,C00034,SKU037,2,278.76,0.0,101.0,Ecom,
T0001930,2025-09-28,ST015,C00085,SKU017,1,99.38,12.12,50.5,Store,
T0001931,2025-09-28,ST014,C00193,SKU050,2,139.39,0.0,66.0,Store,
T0001932,2025-09-28,ST020,C00234,SKU048,1,70.56,6.72,28.0,Store,
T0001933,2025-09-28,ST012,C00292,SKU038,1,146.28,0.0,53.0,Store,
T0001934,2025-09-28,ST017,C00100,SKU020,3,64.51,0.0,24.0,Store,CMP008
T0001935,2025-09-28,ST005,C00207,SKU050,1,88.7,0.0,33.0,Store,
T0001936,2025-09-28,ST018,C00061,SKU031,1,70.72,4.26,35.5,Store,
T0001937,2025-09-28,ST015,C00159,SKU012,1,83.9,0.0,38.0,Store,
T0001938,2025-09-28,ST020,C00267,SKU024,1,45.36,4.32,18.0,Ecom,
T0001939,2025-09-29,ST010,C00209,SKU001,2,44.35,0.0,21.0,Ecom,
T0001940,2025-09-29,ST019,C00016,SKU040,1,17.66,0.0,8.0,Ecom,
T0001941,2025-09-29,ST018,C00137,SKU044,1,33.7,4.32,18.0,Store,
T0001942,2025-09-29,ST014,,SKU041,2,44.35,0.0,21.0,Ecom,
T0001943,2025-09-29,ST004,C00075,SKU044,2,90.72,8.64,36.0,Store,
T0001944,2025-09-29,ST004,C00137,SKU017,1,139.38,0.0,50.5,Ecom,CMP010
T0001945,2025-09-30,ST009,C00016,SKU041,2,56.45,0.0,21.0,Store,
T0001946,2025-09-30,ST001,C00223,SKU043,1,39.8,1.86,15.5,Store,CMP002
T0001947,2025-09-30,ST013,C00042,SKU033,1,99.14,9.72,40.5,Ecom,
T0001948,2025-09-30,ST001,C00193,SKU004,1,44.06,4.32,18.0,Store,
T0001949,2025-09-30,ST020,C00165,SKU005,1,54.12,2.46,20.5,Ecom,
T0001950,2025-09-30,ST017,C00227,SKU013,1,108.86,0.0,40.5,Store,CMP012
T0001951,2025-10-01,ST009,,SKU018,1,136.1,6.36,53.0,Store,
T0001952,2025-10-01,ST002,C00072,SKU046,2,91.63,5.52,46.0,Store,
T0001953,2025-10-01,ST012,C00048,SKU002,2,68.64,3.12,26.0,Ecom,
T0001954,2025-10-01,ST013,C00290,SKU004,1,44.06,4.32,18.0,Store,CMP009
T0001955,2025-10-01,ST017,C00035,SKU044,3,145.15,0.0,54.0,Store,CMP008
T0001956,2025-10-01,ST005,C00088,SKU021,1,26.96,1.26,10.5,Ecom,CMP018
T0001957,2025-10-02,ST015,C00085,SKU001,1,23.18,0.0,10.5,Store,
T0001958,2025-10-02,ST004,C00122,SKU015,2,251.16,0.0,91.0,Store,CMP016
T0001959,2025-10-02,ST012,C00112,SKU025,1,51.66,4.92,20.5,Store,
T0001960,2025-10-02,ST002,C00297,SKU047,1,53.86,0.0,25.5,Store,
T0001961,2025-10-02,ST002,C00146,SKU007,3,161.57,0.0,76.5,Store,
T0001962,2025-10-02,ST004,C00056,SKU026,3,182.16,8.28,69.0,Store,
T0001963,2025-10-03,ST017,C00039,SKU011,1,95.42,0.0,35.5,Ecom,
T0001964,2025-10-03,ST019,C00053,SKU035,1,100.46,0.0,45.5,Ecom,
T0001965,2025-10-03,ST006,C00252,SKU037,2,189.07,24.24,101.0,Ecom,
T0001966,2025-10-03,ST008,C00059,SKU035,2,251.16,0.0,91.0,Ecom,
T0001967,2025-10-03,ST014,C00294,SKU002,2,54.91,0.0,26.0,Store,
T0001968,2025-10-03,ST018,C00207,SKU047,1,53.86,0.0,25.5,Store,
T0001969,2025-10-04,ST013,C00208,SKU032,1,102.14,0.0,38.0,Store,
T0001970,2025-10-04,ST001,C00044,SKU025,1,55.1,0.0,20.5,Store,CMP021
T0001971,2025-10-04,ST006,C00188,SKU006,1,48.58,0.0,23.0,Store,
T0001972,2025-10-04,ST004,C00292,SKU044,1,49.68,0.0,18.0,Ecom,
T0001973,2025-10-04,ST006,C00072,SKU005,1,40.84,2.46,20.5,Ecom,
T0001974,2025-10-04,ST002,C00138,SKU036,1,89.86,11.52,48.0,Store,
T0001975,2025-10-04,ST018,C00065,SKU002,2,54.91,0.0,26.0,Ecom,
T0001976,2025-10-04,ST020,C00278,SKU045,1,51.66,4.92,20.5,Store,
T0001977,2025-10-04,ST010,C00173,SKU042,2,48.67,6.24,26.0,Store,
T0001978,2025-10-04,ST003,C00280,SKU019,1,122.54,0.0,55.5,Store,
T0001979,2025-10-05,ST012,C00279,SKU012,1,100.32,4.56,38.0,Store,
T0001980,2025-10-05,ST006,C00232,SKU002,1,27.46,0.0,13.0,Store,
T0001981,2025-10-05,ST015,C00253,SKU032,1,83.9,0.0,38.0,Store,
T0001982,2025-10-05,ST014,C00079,SKU033,2,171.07,0.0,81.0,Store,
T0001983,2025-10-05,ST016,,SKU048,1,77.28,0.0,28.0,Store,
T0001984,2025-10-05,ST006,C00122,SKU044,1,38.02,0.0,18.0,Store,
T0001985,2025-10-05,ST012,C00196,SKU049,2,168.36,0.0,61.0,Store,
T0001986,2025-10-05,ST001,C00144,SKU044,2,96.77,0.0,36.0,Store,
T0001987,2025-10-05,ST012,C00269,SKU018,1,133.56,12.72,53.0,Store,
T0001988,2025-10-05,ST020,C00127,SKU019,1,153.18,0.0,55.5,Ecom,
T0001989,2025-10-06,ST009,C00114,SKU026,2,123.65,0.0,46.0,Ecom,
T0001990,2025-10-06,ST019,C00085,SKU007,1,56.3,0.0,25.5,Ecom,CMP011
T0001991,2025-10-06,ST016,C00176,SKU012,1,95.76,9.12,38.0,Store,CMP019
T0001992,2025-10-06,ST008,C00190,SKU022,1,32.76,3.12,13.0,Store,CMP023
T0001993,2025-10-06,ST012,C00251,SKU002,1,34.32,1.56,13.0,Store,
T0001994,2025-10-06,ST001,C00250,SKU040,2,43.01,0.0,16.0,Store,
T0001995,2025-10-07,ST007,C00062,SKU020,2,31.49,3.84,16.0,Store,
T0001996,2025-10-07,ST004,C00085,SKU031,1,89.46,8.52,35.5,Store,
T0001997,2025-10-07,ST008,C00045,SKU018,2,292.56,0.0,106.0,Store,
T0001998,2025-10-07,ST010,,SKU030,2,139.39,0.0,66.0,Store,CMP024
T0001999,2025-10-07,ST020,C00244,SKU014,2,216.72,20.64,86.0,Store,CMP014
T0002000,2025-10-07,ST011,,SKU003,1,34.22,0.0,15.5,Store,
T0002001,2025-10-08,ST004,C00045,SKU019,1,153.18,0.0,55.5,Store,CMP013
T0002002,2025-10-08,ST004,C00243,SKU045,1,51.66,4.92,20.5,Store,
T0002003,2025-10-08,ST016,C00067,SKU001,1,26.46,2.52,10.5,Ecom,
T0002004,2025-10-08,ST012,C00071,SKU026,3,173.88,16.56,69.0,Ecom,
T0002005,2025-10-08,ST014,,SKU027,1,47.74,6.12,25.5,Ecom,
T0002006,2025-10-08,ST015,C00153,SKU035,2,200.93,0.0,91.0,Store,
T0002007,2025-10-09,ST011,C00144,SKU048,1,61.82,0.0,28.0,Store,
T0002008,2025-10-09,ST012,C00148,SKU021,1,28.98,0.0,10.5,Store,
T0002009,2025-10-09,ST004,C00220,SKU006,3,190.44,0.0,69.0,Ecom,CMP001
T0002010,2025-10-09,ST002,C00191,SKU010,1,61.78,7.92,33.0,Store,
T0002011,2025-10-09,ST008,C00060,SKU009,2,168.36,0.0,61.0,Store,CMP001
T0002012,2025-10-09,ST016,C00218,SKU003,1,42.78,0.0,15.5,Store,
T0002013,2025-10-10,ST010,C00197,SKU034,1,80.5,10.32,43.0,Store,
T0002014,2025-10-10,ST016,C00114,SKU045,1,54.12,2.46,20.5,Store,
T0002015,2025-10-10,ST014,C00067,SKU010,1,61.78,7.92,33.0,Store,
T0002016,2025-10-10,ST012,C00036,SKU019,1,153.18,0.0,55.5,Ecom,
T0002017,2025-10-10,ST004,C00033,SKU048,1,70.56,6.72,28.0,Store,CMP021
T0002018,2025-10-10,ST010,,SKU040,1,16.9,0.0,8.0,Store,
T0002019,2025-10-11,ST014,C00105,SKU017,2,201.19,12.12,101.0,Store,
T0002020,2025-10-11,ST016,C00045,SKU026,1,63.48,0.0,23.0,Ecom,
T0002021,2025-10-11,ST016,C00186,SKU030,1,91.08,0.0,33.0,Store,
T0002022,2025-10-11,ST019,C00047,SKU003,1,32.36,1.86,15.5,Store,
T0002023,2025-10-11,ST008,,SKU047,1,70.38,0.0,25.5,Ecom,
T0002024,2025-10-11,ST016,,SKU012,1,104.88,0.0,38.0,Store,
T0002025,2025-10-11,ST007,C00096,SKU037,3,334.51,0.0,151.5,Store,
T0002026,2025-10-11,ST019,C00110,SKU037,2,223.01,0.0,101.0,Ecom,
T0002027,2025-10-11,ST011,C00039,SKU043,1,34.22,0.0,15.5,Store,
T0002028,2025-10-11,ST006,C00126,SKU021,2,39.31,5.04,21.0,Ecom,CMP018
T0002029,2025-10-12,ST009,C00238,SKU027,2,130.97,6.12,51.0,Store,CMP013
T0002030,2025-10-12,ST001,C00130,SKU037,1,129.68,6.06,50.5,Ecom,
T0002031,2025-10-12,ST006,C00299,SKU029,1,64.42,0.0,30.5,Store,
T0002032,2025-10-12,ST006,C00240,SKU004,2,71.71,4.32,36.0,Store,
T0002033,2025-10-12,ST011,C00286,SKU009,3,180.07,21.96,91.5,Store,CMP005
T0002034,2025-10-12,ST004,C00204,SKU009,2,168.36,0.0,61.0,Store,
T0002035,2025-10-12,ST002,C00251,SKU017,1,100.6,6.06,50.5,Store,
T0002036,2025-10-12,ST019,C00108,SKU029,1,67.34,0.0,30.5,Store,
T0002037,2025-10-12,ST008,C00032,SKU041,2,57.96,0.0,21.0,Ecom,CMP009
T0002038,2025-10-12,ST008,C00294,SKU025,2,103.32,9.84,41.0,Store,
T0002039,2025-10-13,ST012,C00293,SKU011,2,195.96,0.0,71.0,Store,CMP005
T0002040,2025-10-13,ST006,C00179,SKU050,1,69.7,0.0,33.0,Store,
T0002041,2025-10-13,ST017,,SKU013,2,217.73,0.0,81.0,Ecom,
T0002042,2025-10-13,ST003,C00256,SKU014,1,94.94,0.0,43.0,Store,CMP002
T0002043,2025-10-13,ST005,C00061,SKU008,2,143.81,6.72,56.0,Ecom,
T0002044,2025-10-13,ST005,,SKU004,2,96.77,0.0,36.0,Store,CMP013
T0002045,2025-10-14,ST005,,SKU012,1,102.14,0.0,38.0,Ecom,
T0002046,2025-10-14,ST017,C00128,SKU049,1,74.66,7.32,30.5,Store,
T0002047,2025-10-14,ST010,C00195,SKU037,1,94.54,12.12,50.5,Store,CMP006
T0002048,2025-10-14,ST010,C00077,SKU050,2,139.39,0.0,66.0,Store,CMP003
T0002049,2025-10-14,ST018,C00269,SKU044,1,38.02,0.0,18.0,Store,
T0002050,2025-10-14,ST011,C00147,SKU009,1,67.34,0.0,30.5,Store,
T0002051,2025-10-15,ST012,C00034,SKU023,2,85.56,0.0,31.0,Store,
T0002052,2025-10-15,ST019,C00299,SKU039,1,122.54,0.0,55.5,Store,
T0002053,2025-10-15,ST015,C00098,SKU008,1,61.82,0.0,28.0,Store,
T0002054,2025-10-15,ST013,C00067,SKU020,1,21.5,0.0,8.0,Ecom,CMP003
T0002055,2025-10-15,ST005,C00247,SKU002,3,100.15,4.68,39.0,Store,CMP020
T0002056,2025-10-15,ST008,C00031,SKU036,1,120.96,11.52,48.0,Ecom,CMP024
T0002057,2025-10-16,ST003,C00012,SKU028,1,61.82,0.0,28.0,Store,CMP010
T0002058,2025-10-16,ST004,C00082,SKU022,2,71.76,0.0,26.0,Ecom,CMP023
T0002059,2025-10-16,ST002,,SKU016,1,101.38,0.0,48.0,Store,
T0002060,2025-10-16,ST016,C00232,SKU037,1,139.38,0.0,50.5,Store,
T0002061,2025-10-16,ST019,C00179,SKU044,1,37.58,2.16,18.0,Ecom,
T0002062,2025-10-16,ST009,C00071,SKU031,2,190.85,0.0,71.0,Store,
T0002063,2025-10-17,ST002,,SKU036,1,89.86,11.52,48.0,Store,CMP007
T0002064,2025-10-17,ST014,C00231,SKU036,1,101.38,0.0,48.0,Store,
T0002065,2025-10-17,ST002,,SKU035,1,96.1,0.0,45.5,Store,
T0002066,2025-10-17,ST001,,SKU047,1,68.54,0.0,25.5,Store,
T0002067,2025-10-17,ST002,C00127,SKU027,1,53.86,0.0,25.5,Ecom,
T0002068,2025-10-17,ST010,C00142,SKU024,1,38.02,0.0,18.0,Store,
T0002069,2025-10-18,ST007,,SKU002,1,28.7,0.0,13.0,Store,
T0002070,2025-10-18,ST012,C00220,SKU029,1,80.52,3.66,30.5,Store,CMP004
T0002071,2025-10-18,ST011,C00103,SKU013,1,89.42,0.0,40.5,Ecom,
T0002072,2025-10-18,ST015,C00202,SKU017,1,111.5,0.0,50.5,Store,CMP019
T0002073,2025-10-18,ST008,C00244,SKU009,1,84.18,0.0,30.5,Store,
T0002074,2025-10-18,ST014,C00170,SKU007,1,53.86,0.0,25.5,Ecom,
T0002075,2025-10-18,ST002,C00240,SKU029,1,64.42,0.0,30.5,Store,CMP024
T0002076,2025-10-18,ST019,C00283,SKU016,1,94.46,11.52,48.0,Ecom,
T0002077,2025-10-18,ST009,,SKU037,1,135.74,0.0,50.5,Store,
T0002078,2025-10-18,ST009,C00020,SKU040,2,43.01,0.0,16.0,Store,
T0002079,2025-10-19,ST016,C00271,SKU026,3,190.44,0.0,69.0,Store,
T0002080,2025-10-19,ST019,C00213,SKU029,1,60.02,7.32,30.5,Store,
T0002081,2025-10-19,ST013,C00249,SKU007,1,68.54,0.0,25.5,Store,
T0002082,2025-10-19,ST008,C00166,SKU015,1,125.58,0.0,45.5,Ecom,
T0002083,2025-10-19,ST019,C00292,SKU039,2,218.45,26.64,111.0,Store,
T0002084,2025-10-19,ST009,C00072,SKU011,1,91.16,4.26,35.5,Ecom,CMP015
T0002085,2025-10-19,ST018,,SKU011,1,74.98,0.0,35.5,Store,
T0002086,2025-10-19,ST009,C00280,SKU007,3,205.63,0.0,76.5,Store,CMP022
T0002087,2025-10-19,ST020,C00259,SKU037,2,254.52,24.24,101.0,Store,
T0002088,2025-10-19,ST004,C00012,SKU006,2,115.92,11.04,46.0,Store,
T0002089,2025-10-20,ST010,C00037,SKU043,3,92.63,5.58,46.5,Store,
T0002090,2025-10-20,ST005,C00232,SKU011,3,286.27,0.0,106.5,Ecom,
T0002091,2025-10-20,ST008,C00260,SKU037,1,139.38,0.0,50.5,Store,
T0002092,2025-10-20,ST001,C00215,SKU017,1,129.68,6.06,50.5,Ecom,
T0002093,2025-10-20,ST006,C00044,SKU013,1,80.68,4.86,40.5,Store,CMP021
T0002094,2025-10-20,ST006,C00139,SKU033,2,151.63,19.44,81.0,Store,
T0002095,2025-10-21,ST017,C00201,SKU010,1,84.74,3.96,33.0,Store,
T0002096,2025-10-21,ST002,C00061,SKU038,1,111.94,0.0,53.0,Store,
T0002097,2025-10-21,ST012,,SKU028,2,154.56,0.0,56.0,Store,CMP010
T0002098,2025-10-21,ST018,C00194,SKU036,1,95.62,5.76,48.0,Ecom,
T0002099,2025-10-21,ST013,C00024,SKU012,2,195.17,9.12,76.0,Store,
T0002100,2025-10-21,ST020,C00128,SKU025,2,103.32,9.84,41.0,Store,
T0002101,2025-10-22,ST017,C00228,SKU020,1,19.58,1.92,8.0,Store,
T0002102,2025-10-22,ST006,C00125,SKU023,2,61.75,3.72,31.0,Store,CMP018
T0002103,2025-10-22,ST017,C00114,SKU037,1,129.68,6.06,50.5,Store,
T0002104,2025-10-22,ST020,C00071,SKU003,3,122.76,5.58,46.5,Ecom,
T0002105,2025-10-22,ST017,C00035,SKU029,1,74.66,7.32,30.5,Store,
T0002106,2025-10-22,ST003,C00058,SKU014,1,94.94,0.0,43.0,Ecom,
T0002107,2025-10-23,ST020,C00105,SKU041,2,57.96,0.0,21.0,Store,CMP016
T0002108,2025-10-23,ST001,C00128,SKU022,1,34.94,0.0,13.0,Store,
T0002109,2025-10-23,ST013,C00012,SKU022,2,69.89,0.0,26.0,Store,
T0002110,2025-10-23,ST010,C00064,SKU032,1,75.7,4.56,38.0,Store,
T0002111,2025-10-23,ST007,C00015,SKU045,2,85.61,4.92,41.0,Store,
T0002112,2025-10-23,ST016,,SKU048,1,77.28,0.0,28.0,Store,
T0002113,2025-10-24,ST018,,SKU041,1,22.18,0.0,10.5,Store,
T0002114,2025-10-24,ST018,,SKU010,1,69.7,0.0,33.0,Ecom,
T0002115,2025-10-24,ST004,C00095,SKU015,2,240.24,10.92,91.0,Store,
T0002116,2025-10-24,ST020,C00128,SKU043,1,39.06,3.72,15.5,Store,
T0002117,2025-10-24,ST015,C00196,SKU020,1,17.66,0.0,8.0,Store,
T0002118,2025-10-24,ST011,,SKU043,1,34.22,0.0,15.5,Store,
T0002119,2025-10-25,ST002,C00185,SKU044,1,35.86,2.16,18.0,Store,
T0002120,2025-10-25,ST004,C00217,SKU005,1,56.58,0.0,20.5,Store,CMP020
T0002121,2025-10-25,ST018,C00161,SKU026,1,48.58,0.0,23.0,Store,CMP019
T0002122,2025-10-25,ST012,,SKU039,1,153.18,0.0,55.5,Store,CMP021
T0002123,2025-10-25,ST010,C00298,SKU009,1,64.42,0.0,30.5,Store,
T0002124,2025-10-25,ST013,C00286,SKU044,1,46.22,2.16,18.0,Store,
T0002125,2025-10-25,ST014,C00160,SKU017,1,106.66,0.0,50.5,Store,
T0002126,2025-10-25,ST018,C00158,SKU002,2,54.91,0.0,26.0,Ecom,CMP017
T0002127,2025-10-25,ST001,C00190,SKU028,1,71.9,3.36,28.0,Ecom,
T0002128,2025-10-25,ST006,C00149,SKU050,1,65.74,3.96,33.0,Store,
T0002129,2025-10-26,ST012,C00005,SKU015,1,120.12,5.46,45.5,Store,CMP006
T0002130,2025-10-26,ST005,C00232,SKU019,1,142.52,6.66,55.5,Store,
T0002131,2025-10-26,ST013,C00035,SKU009,1,81.98,0.0,30.5,Store,CMP009
T0002132,2025-10-26,ST004,C00258,SKU006,2,126.96,0.0,46.0,Store,
T0002133,2025-10-26,ST013,,SKU004,2,88.13,8.64,36.0,Store,CMP016
T0002134,2025-10-26,ST013,C00287,SKU031,1,95.42,0.0,35.5,Ecom,CMP020
T0002135,2025-10-26,ST012,C00007,SKU029,3,252.54,0.0,91.5,Ecom,
T0002136,2025-10-26,ST014,C00218,SKU017,1,106.66,0.0,50.5,Store,
T0002137,2025-10-26,ST017,C00246,SKU017,1,129.68,6.06,50.5,Store,
T0002138,2025-10-26,ST013,C00237,SKU049,1,81.98,0.0,30.5,Store,
T0002139,2025-10-27,ST017,C00064,SKU012,1,102.14,0.0,38.0,Ecom,
T0002140,2025-10-27,ST012,C00138,SKU049,1,80.52,3.66,30.5,Store,CMP021
T0002141,2025-10-27,ST015,C00101,SKU022,2,57.41,0.0,26.0,Store,CMP007
T0002142,2025-10-27,ST015,C00252,SKU019,1,109.22,13.32,55.5,Ecom,
T0002143,2025-10-27,ST015,C00204,SKU029,2,134.69,0.0,61.0,Store,
T0002144,2025-10-27,ST006,C00099,SKU032,2,142.27,18.24,76.0,Store,
T0002145,2025-10-28,ST003,C00007,SKU031,1,78.38,0.0,35.5,Store,
T0002146,2025-10-28,ST013,C00131,SKU016,1,129.02,0.0,48.0,Ecom,CMP020
T0002147,2025-10-28,ST008,C00258,SKU021,2,57.96,0.0,21.0,Store,
T0002148,2025-10-28,ST008,,SKU020,2,44.16,0.0,16.0,Store,
T0002149,2025-10-28,ST013,C00147,SKU029,1,81.98,0.0,30.5,Store,
T0002150,2025-10-28,ST006,C00185,SKU018,1,105.58,6.36,53.0,Store,CMP018
T0002151,2025-10-29,ST018,C00244,SKU024,1,38.02,0.0,18.0,Ecom,
T0002152,2025-10-29,ST004,C00165,SKU001,1,26.46,2.52,10.5,Store,CMP018
T0002153,2025-10-29,ST017,C00276,SKU033,2,198.29,19.44,81.0,Store,
T0002154,2025-10-29,ST019,C00080,SKU034,2,169.25,20.64,86.0,Store,CMP011
T0002155,2025-10-29,ST005,,SKU031,2,190.85,0.0,71.0,Store,CMP008
T0002156,2025-10-29,ST003,C00277,SKU047,2,106.49,6.12,51.0,Store,
T0002157,2025-10-30,ST005,C00116,SKU014,1,115.58,0.0,43.0,Store,
T0002158,2025-10-30,ST004,C00282,SKU010,1,87.12,3.96,33.0,Store,
T0002159,2025-10-30,ST019,C00265,SKU014,2,189.89,0.0,86.0,Store,
T0002160,2025-10-30,ST007,C00023,SKU011,2,156.77,0.0,71.0,Ecom,CMP006
T0002161,2025-10-30,ST001,C00198,SKU005,1,52.64,2.46,20.5,Store,CMP001
T0002162,2025-10-30,ST020,C00247,SKU043,2,85.56,0.0,31.0,Ecom,CMP003
T0002163,2025-10-31,ST007,C00048,SKU024,1,39.74,0.0,18.0,Store,
T0002164,2025-10-31,ST011,C00044,SKU042,1,28.7,0.0,13.0,Store,
T0002165,2025-10-31,ST018,C00162,SKU042,1,24.34,3.12,13.0,Store,
T0002166,2025-10-31,ST004,,SKU003,2,85.56,0.0,31.0,Ecom,
T0002167,2025-10-31,ST006,C00143,SKU001,3,58.97,7.56,31.5,Ecom,
T0002168,2025-10-31,ST011,C00024,SKU002,1,27.14,1.56,13.0,Store,
